CustomerID,Churn,BaseCharges,DOC,TotalCharges,DOE,ElectronicBilling,ContractType,PaymentMethod,Retired,HasPartner,HasDependents,Education,Gender,DeviceProtection,HasPhoneService,InternetServiceCategory,MultipleLines,OnlineBackup,OnlineSecurity,StreamingMovies,StreamingTelevision,TechnicalSupport
Cust4451,No,276.25,05-01-2012,15599.5,30-Jun-07,Yes,Two year,Credit card (automatic),0,1,1,Graduation,Male,7,1,2,4,4,4,4,4,7
Cust4452,Yes,500.0,05-01-2012,7673.75,12-Sep-10,Yes,Month-to-month,Electronic check,0,1,2,Graduation,Female,4,1,3,7,7,4,7,7,4
Cust4453,Yes,521.25,05-01-2012,12169.5,15-Jan-10,Yes,Month-to-month,Electronic check,1,1,2,Masters,Male,7,1,3,7,7,4,7,7,4
Cust4454,Yes,446.5,05-01-2012,446.5,06-Dec-11,Yes,Month-to-month,Electronic check,1,2,2,ProfessionalQalification,Female,4,1,3,4,4,4,7,7,4
Cust4455,No,99.25,05-01-2012,4715.5,27-Nov-07,Yes,One year,Bank transfer (automatic),0,1,2,Highschool or below,Female,5,1,4,4,5,5,5,5,5
Cust4456,No,497.5,05-01-2012,29450.0,02-Mar-07,Yes,One year,Electronic check,1,2,2,ProfessionalQalification,Female,7,1,3,7,4,4,7,7,4
Cust4457,Yes,101.25,05-01-2012,101.25,06-Dec-11,No,Month-to-month,Mailed check,0,2,2,Highschool or below,Male,5,1,4,4,5,5,5,5,5
Cust4458,No,467.75,05-01-2012,30346.25,03-Sep-06,No,One year,Electronic check,0,2,2,ProfessionalQalification,Male,4,1,3,7,4,7,7,4,7
Cust4459,No,98.5,05-01-2012,558.25,09-Jul-11,No,Month-to-month,Mailed check,0,2,1,Highschool or below,Male,5,1,4,4,5,5,5,5,5
Cust4460,Yes,155.0,05-01-2012,475.25,07-Oct-11,Yes,Month-to-month,Mailed check,0,1,1,Masters,Female,4,0,2,6,4,4,4,4,7
Cust4461,No,372.75,05-01-2012,6079.0,13-Aug-10,No,Month-to-month,Mailed check,0,1,1,Masters,Female,4,1,2,4,7,7,7,7,4
Cust4462,No,344.25,05-01-2012,14794.75,25-May-08,No,Month-to-month,Credit card (automatic),0,2,2,Graduation,Male,4,1,3,4,4,4,4,4,4
Cust4463,No,469.5,05-01-2012,8719.5,14-Jul-10,No,Month-to-month,Bank transfer (automatic),1,2,2,Graduation,Male,7,1,3,7,4,4,4,7,7
Cust4464,No,460.0,05-01-2012,32372.0,05-Feb-06,No,Two year,Bank transfer (automatic),0,1,2,ProfessionalQalification,Female,7,1,2,7,7,7,7,7,7
Cust4465,Yes,454.0,05-01-2012,11809.0,16-Nov-09,Yes,Month-to-month,Electronic check,0,1,1,Highschool or below,Female,4,1,3,4,4,4,7,7,4
Cust4467,No,526.0,05-01-2012,28189.25,30-Jul-07,Yes,One year,Electronic check,0,1,1,ProfessionalQalification,Male,4,1,3,7,7,4,7,7,7
Cust4468,Yes,400.5,05-01-2012,3396.5,10-May-11,Yes,Month-to-month,Bank transfer (automatic),0,2,2,Highschool or below,Female,4,1,3,4,4,4,4,7,4
Cust4469,No,121.25,05-01-2012,8922.5,05-Feb-06,No,Two year,Credit card (automatic),0,1,1,ProfessionalQalification,Female,5,1,4,7,5,5,5,5,5
Cust4470,No,127.0,05-01-2012,2734.25,16-Dec-09,Yes,Month-to-month,Bank transfer (automatic),0,1,1,Masters,Male,5,1,4,7,5,5,5,5,5
Cust4471,Yes,495.75,05-01-2012,18078.0,20-Jan-09,Yes,Month-to-month,Electronic check,0,2,2,ProfessionalQalification,Female,4,1,3,7,7,4,7,7,4
Cust4472,Yes,522.0,05-01-2012,1214.0,06-Nov-11,Yes,Month-to-month,Electronic check,0,1,2,Masters,Female,7,1,3,7,4,4,7,7,7
Cust4473,Yes,402.25,05-01-2012,26121.75,04-Aug-06,Yes,Month-to-month,Credit card (automatic),1,2,2,Graduation,Female,4,1,3,7,7,4,4,4,4
Cust4474,Yes,522.0,05-01-2012,11001.25,15-Apr-10,Yes,Month-to-month,Bank transfer (automatic),0,1,2,Graduation,Female,7,1,3,7,4,7,7,7,4
Cust4475,No,95.5,05-01-2012,5039.0,28-Oct-07,No,One year,Electronic check,0,2,2,Graduation,Male,5,1,4,4,5,5,5,5,5
Cust4476,Yes,127.0,05-01-2012,1998.0,12-Oct-10,Yes,Month-to-month,Credit card (automatic),0,2,2,ProfessionalQalification,Female,5,1,4,7,5,5,5,5,5
Cust4477,No,131.75,05-01-2012,920.25,09-Jul-11,No,Month-to-month,Mailed check,0,2,1,Graduation,Male,5,1,4,7,5,5,5,5,5
Cust4478,No,128.75,05-01-2012,9321.0,05-Feb-06,No,Two year,Credit card (automatic),0,1,2,Graduation,Male,5,1,4,7,5,5,5,5,5
Cust4479,No,352.0,05-01-2012,774.0,06-Nov-11,Yes,Month-to-month,Credit card (automatic),0,1,2,Highschool or below,Female,4,1,3,4,4,4,4,4,4
Cust4480,No,478.0,05-01-2012,12976.25,17-Oct-09,Yes,Month-to-month,Bank transfer (automatic),0,2,2,ProfessionalQalification,Female,4,1,3,7,4,4,7,7,4
Cust4481,No,246.75,05-01-2012,16606.75,05-Jul-06,Yes,One year,Bank transfer (automatic),0,2,2,ProfessionalQalification,Male,7,0,2,6,4,7,4,7,7
Cust4482,No,325.75,05-01-2012,23408.75,07-Mar-06,No,Two year,Bank transfer (automatic),0,1,2,Graduation,Male,4,1,2,7,7,7,4,4,7
Cust4483,Yes,429.75,05-01-2012,15550.5,19-Feb-09,Yes,One year,Credit card (automatic),0,2,2,ProfessionalQalification,Female,7,1,2,7,4,7,7,7,7
Cust4484,Yes,503.0,05-01-2012,28730.75,01-May-07,No,Month-to-month,Electronic check,1,1,2,Highschool or below,Male,7,1,3,7,4,4,7,7,4
Cust4485,No,98.75,05-01-2012,1567.0,12-Sep-10,No,Month-to-month,Electronic check,0,1,1,Graduation,Male,5,1,4,4,5,5,5,5,5
Cust4486,No,501.0,05-01-2012,36045.0,07-Mar-06,No,Two year,Credit card (automatic),0,1,1,Masters,Male,7,1,3,4,7,7,4,7,7
Cust4487,No,357.0,05-01-2012,6060.5,12-Sep-10,Yes,Month-to-month,Bank transfer (automatic),0,2,2,ProfessionalQalification,Male,7,1,2,7,7,4,7,4,4
Cust4488,No,101.75,05-01-2012,1679.75,12-Oct-10,No,One year,Credit card (automatic),0,1,1,Masters,Female,5,1,4,4,5,5,5,5,5
Cust4489,Yes,483.75,05-01-2012,30627.0,02-Dec-06,Yes,One year,Electronic check,0,2,2,Highschool or below,Male,7,1,3,7,4,4,7,7,4
Cust4490,Yes,348.75,05-01-2012,1623.0,08-Aug-11,Yes,Month-to-month,Electronic check,0,2,2,Highschool or below,Male,4,1,3,4,4,4,4,4,4
Cust4491,No,99.75,05-01-2012,1097.5,11-Mar-11,Yes,One year,Bank transfer (automatic),0,2,1,Highschool or below,Male,5,1,4,4,5,5,5,5,5
Cust4492,No,507.5,05-01-2012,4534.25,10-Apr-11,Yes,Month-to-month,Electronic check,0,1,1,Highschool or below,Male,4,1,3,4,7,4,7,7,7
Cust4493,No,417.0,05-01-2012,20568.5,27-Nov-07,Yes,Month-to-month,Electronic check,1,2,2,Masters,Female,4,1,3,7,7,7,4,4,4
Cust4494,No,472.25,05-01-2012,19619.0,24-Jul-08,Yes,One year,Credit card (automatic),0,1,1,ProfessionalQalification,Female,4,1,3,7,7,7,4,7,4
Cust4495,No,351.0,05-01-2012,351.0,06-Dec-11,Yes,Month-to-month,Electronic check,1,2,2,Graduation,Female,4,1,3,4,4,4,4,4,4
Cust4496,No,399.25,05-01-2012,4436.75,11-Mar-11,Yes,Month-to-month,Mailed check,0,2,2,ProfessionalQalification,Male,7,1,3,4,4,7,4,4,4
Cust4497,No,508.0,05-01-2012,19652.75,23-Aug-08,Yes,One year,Bank transfer (automatic),0,1,1,Highschool or below,Female,7,1,3,7,7,7,7,4,4
Cust4498,No,288.25,05-01-2012,4963.5,14-Jul-10,No,Month-to-month,Mailed check,0,2,1,ProfessionalQalification,Female,4,1,2,7,4,7,4,4,4
Cust4499,No,401.5,05-01-2012,24481.75,02-Nov-06,Yes,Month-to-month,Credit card (automatic),0,1,1,Graduation,Male,7,1,3,4,7,4,4,4,4
Cust4500,Yes,492.0,05-01-2012,25747.5,29-Aug-07,Yes,Month-to-month,Credit card (automatic),0,1,2,Highschool or below,Female,4,1,3,7,7,4,7,7,4
Cust4501,No,507.0,05-01-2012,34205.25,05-Jul-06,Yes,Month-to-month,Credit card (automatic),1,2,2,Graduation,Male,7,1,3,7,4,4,7,7,4
Cust4502,Yes,512.25,05-01-2012,33075.75,04-Aug-06,Yes,One year,Credit card (automatic),0,1,1,Graduation,Female,7,1,3,7,7,4,7,7,4
Cust4503,No,320.75,05-01-2012,6372.25,15-May-10,Yes,One year,Mailed check,0,1,2,Masters,Male,4,1,2,4,4,7,7,4,7
Cust4504,No,405.75,05-01-2012,20631.0,28-Oct-07,Yes,One year,Credit card (automatic),0,2,2,ProfessionalQalification,Male,7,1,2,7,7,7,4,7,7
Cust4505,No,102.0,05-01-2012,1333.0,10-Jan-11,No,Month-to-month,Mailed check,0,2,2,Masters,Female,5,1,4,4,5,5,5,5,5
Cust4506,No,450.5,05-01-2012,31554.5,07-Mar-06,No,Two year,Electronic check,0,1,2,Masters,Female,7,1,2,7,7,7,7,7,7
Cust4507,No,578.25,05-01-2012,25627.5,25-Apr-08,Yes,Month-to-month,Electronic check,0,2,2,Masters,Female,7,1,3,7,7,7,7,7,7
Cust4508,Yes,347.0,05-01-2012,347.0,06-Dec-11,No,Month-to-month,Mailed check,0,2,2,Graduation,Male,4,1,3,4,4,4,4,4,4
Cust4509,No,271.5,05-01-2012,11585.5,25-May-08,Yes,One year,Electronic check,0,1,1,Highschool or below,Male,7,0,2,6,4,4,7,7,7
Cust4510,Yes,495.25,05-01-2012,24268.75,27-Dec-07,Yes,Month-to-month,Bank transfer (automatic),0,1,2,Highschool or below,Male,4,1,3,7,7,4,7,7,4
Cust4511,No,529.25,05-01-2012,33627.5,03-Sep-06,Yes,Two year,Credit card (automatic),1,1,2,Graduation,Female,7,1,3,4,7,4,7,7,7
Cust4512,Yes,124.75,05-01-2012,502.0,08-Aug-11,Yes,Month-to-month,Electronic check,0,1,2,Highschool or below,Male,4,0,2,6,4,4,4,4,4
Cust4513,No,390.75,05-01-2012,3825.75,11-Mar-11,Yes,Month-to-month,Credit card (automatic),0,1,2,Graduation,Female,4,1,3,7,4,7,4,4,4
Cust4514,No,392.5,05-01-2012,28011.25,05-Feb-06,No,Two year,Bank transfer (automatic),1,1,2,Graduation,Female,4,1,3,7,4,7,4,4,4
Cust4515,No,99.5,05-01-2012,6783.5,06-May-06,No,Two year,Bank transfer (automatic),0,1,1,ProfessionalQalification,Male,5,1,4,4,5,5,5,5,5
Cust4516,Yes,520.5,05-01-2012,35204.25,05-Jul-06,No,One year,Electronic check,0,1,2,Masters,Male,7,1,3,7,7,4,7,7,4
Cust4517,Yes,424.75,05-01-2012,10848.75,16-Nov-09,No,Month-to-month,Electronic check,1,1,2,Other,Female,4,1,3,4,7,4,7,4,4
Cust4518,No,128.5,05-01-2012,8572.75,04-Aug-06,Yes,One year,Credit card (automatic),0,1,1,Graduation,Male,5,1,4,7,5,5,5,5,5
Cust4519,No,103.5,05-01-2012,418.75,07-Sep-11,Yes,Month-to-month,Credit card (automatic),0,2,2,ProfessionalQalification,Male,5,1,4,4,5,5,5,5,5
Cust4520,No,432.25,05-01-2012,12005.25,17-Oct-09,Yes,Month-to-month,Bank transfer (automatic),1,2,2,Highschool or below,Female,7,1,3,7,7,4,4,4,4
Cust4521,No,256.5,05-01-2012,2058.0,10-May-11,Yes,Month-to-month,Credit card (automatic),0,1,1,ProfessionalQalification,Male,4,1,2,4,4,7,4,4,4
Cust4522,Yes,214.5,05-01-2012,214.5,06-Dec-11,Yes,Month-to-month,Electronic check,0,2,2,ProfessionalQalification,Male,4,1,2,4,4,4,4,4,4
Cust4523,Yes,271.75,05-01-2012,12300.75,26-Mar-08,No,Two year,Credit card (automatic),0,2,2,Graduation,Female,7,1,2,4,4,4,4,4,7
Cust4524,Yes,401.25,05-01-2012,9307.5,15-Jan-10,Yes,Month-to-month,Electronic check,0,2,2,Highschool or below,Male,4,1,3,7,7,4,4,4,4
Cust4525,No,483.25,05-01-2012,7941.25,13-Aug-10,Yes,One year,Bank transfer (automatic),0,1,2,Masters,Male,7,1,3,4,4,4,7,7,4
Cust4526,No,472.0,05-01-2012,20073.0,24-Jul-08,Yes,Month-to-month,Electronic check,0,1,2,Highschool or below,Male,7,1,3,7,4,7,7,4,4
Cust4527,No,202.75,05-01-2012,1087.5,09-Jul-11,No,Two year,Mailed check,0,1,1,Graduation,Female,7,0,2,6,7,4,4,4,7
Cust4528,No,378.5,05-01-2012,19381.0,27-Nov-07,No,One year,Bank transfer (automatic),0,1,2,ProfessionalQalification,Female,7,1,2,7,4,4,7,7,4
Cust4529,No,533.75,05-01-2012,36416.25,07-Mar-06,Yes,Two year,Credit card (automatic),0,2,2,Masters,Female,7,1,3,7,7,7,7,7,4
Cust4530,No,97.25,05-01-2012,1160.5,11-Dec-10,No,Month-to-month,Credit card (automatic),0,2,2,Highschool or below,Female,5,1,4,4,5,5,5,5,5
Cust4531,No,430.5,05-01-2012,13618.75,20-May-09,Yes,Month-to-month,Electronic check,0,1,1,ProfessionalQalification,Female,4,1,3,4,7,4,4,7,4
Cust4532,Yes,376.0,05-01-2012,9646.75,17-Oct-09,Yes,Month-to-month,Bank transfer (automatic),1,1,2,ProfessionalQalification,Female,4,1,3,4,4,7,4,4,4
Cust4533,No,552.25,05-01-2012,40294.25,05-Feb-06,Yes,Two year,Bank transfer (automatic),0,1,1,Masters,Female,7,1,3,7,4,7,7,7,7
Cust4534,No,424.25,05-01-2012,10244.0,15-Jan-10,Yes,Month-to-month,Bank transfer (automatic),0,2,2,Highschool or below,Male,7,1,3,7,7,4,4,4,4
Cust4536,No,357.5,05-01-2012,22881.5,02-Nov-06,No,One year,Electronic check,0,2,2,Highschool or below,Male,7,1,2,7,7,7,4,4,7
Cust4537,No,367.5,05-01-2012,9528.5,16-Nov-09,Yes,Two year,Credit card (automatic),0,1,2,Graduation,Female,7,1,2,4,7,4,7,7,4
Cust4538,Yes,252.0,05-01-2012,7637.5,19-Jul-09,Yes,Month-to-month,Bank transfer (automatic),1,1,2,Highschool or below,Male,4,1,2,4,7,4,4,4,4
Cust4539,No,350.75,05-01-2012,3677.5,11-Mar-11,No,Month-to-month,Mailed check,0,2,2,ProfessionalQalification,Male,4,1,3,4,4,4,4,4,4
Cust4540,Yes,377.75,05-01-2012,1748.25,08-Aug-11,Yes,Month-to-month,Credit card (automatic),1,2,2,Highschool or below,Female,7,1,3,4,4,4,4,4,4
Cust4541,No,389.5,05-01-2012,11757.25,19-Jul-09,No,Month-to-month,Mailed check,1,1,2,ProfessionalQalification,Male,4,1,3,7,4,4,4,4,4
Cust4542,No,426.0,05-01-2012,3478.75,10-May-11,No,Month-to-month,Electronic check,1,2,2,Other,Female,4,1,3,7,4,4,7,4,4
Cust4543,No,195.75,05-01-2012,13463.75,06-Apr-06,Yes,Two year,Credit card (automatic),0,1,2,Masters,Male,7,0,2,6,4,7,4,4,7
Cust4544,Yes,343.25,05-01-2012,343.25,06-Dec-11,No,Month-to-month,Electronic check,0,2,2,Graduation,Female,4,1,3,4,4,4,4,4,4
Cust4545,No,98.5,05-01-2012,2079.5,15-May-10,Yes,One year,Mailed check,0,2,2,Masters,Male,5,1,4,4,5,5,5,5,5
Cust4546,No,410.0,05-01-2012,10415.5,16-Nov-09,Yes,One year,Credit card (automatic),0,1,1,Graduation,Male,7,1,2,7,4,4,7,7,7
Cust4547,No,120.75,05-01-2012,7494.25,05-Jun-06,Yes,Two year,Bank transfer (automatic),0,2,2,Graduation,Male,5,1,4,7,5,5,5,5,5
Cust4548,No,307.75,05-01-2012,5466.0,14-Jun-10,Yes,Month-to-month,Credit card (automatic),0,2,2,Graduation,Male,4,1,2,4,4,4,4,7,7
Cust4549,No,327.5,05-01-2012,2865.75,10-May-11,Yes,Month-to-month,Bank transfer (automatic),0,2,2,Masters,Female,7,1,2,7,7,7,4,4,4
Cust4550,No,122.25,05-01-2012,8545.5,05-Feb-06,No,Two year,Bank transfer (automatic),0,1,1,ProfessionalQalification,Female,5,1,4,7,5,5,5,5,5
Cust4551,Yes,445.75,05-01-2012,11288.75,16-Dec-09,Yes,Month-to-month,Bank transfer (automatic),0,1,1,Highschool or below,Female,7,1,3,4,7,4,4,7,4
Cust4552,No,244.0,05-01-2012,1749.0,09-Jun-11,No,Month-to-month,Electronic check,0,1,1,Graduation,Female,4,1,2,7,4,4,4,4,4
Cust4553,Yes,458.25,05-01-2012,1827.0,07-Sep-11,Yes,Month-to-month,Electronic check,0,1,2,Graduation,Female,4,1,3,7,7,4,4,7,4
Cust4554,No,196.75,05-01-2012,11975.25,02-Nov-06,No,Two year,Bank transfer (automatic),0,1,1,ProfessionalQalification,Male,7,0,2,6,7,4,4,4,7
Cust4555,No,471.0,05-01-2012,13038.0,18-Aug-09,Yes,Month-to-month,Electronic check,0,2,2,Highschool or below,Male,4,1,3,4,4,4,7,7,7
Cust4556,Yes,350.0,05-01-2012,3700.0,11-Mar-11,Yes,Month-to-month,Electronic check,0,2,2,Highschool or below,Male,4,1,3,4,4,4,4,4,4
Cust4557,Yes,426.75,05-01-2012,2447.25,09-Jul-11,Yes,Month-to-month,Electronic check,0,2,2,Graduation,Male,4,1,3,4,7,4,4,7,4
Cust4558,No,390.5,05-01-2012,5612.0,11-Nov-10,Yes,Month-to-month,Electronic check,0,1,2,Graduation,Female,4,1,3,4,4,4,7,4,4
Cust4559,No,101.0,05-01-2012,5340.75,29-Aug-07,No,One year,Credit card (automatic),0,1,1,ProfessionalQalification,Male,5,1,4,4,5,5,5,5,5
Cust4560,Yes,99.25,05-01-2012,318.75,07-Oct-11,No,Month-to-month,Mailed check,0,2,2,Highschool or below,Female,5,1,4,4,5,5,5,5,5
Cust4561,No,98.75,05-01-2012,98.75,06-Dec-11,No,Month-to-month,Electronic check,0,1,1,Masters,Male,5,1,4,4,5,5,5,5,5
Cust4562,Yes,124.0,05-01-2012,124.0,06-Dec-11,No,Month-to-month,Bank transfer (automatic),0,2,2,Graduation,Male,4,0,2,6,4,4,4,4,4
Cust4563,Yes,354.25,05-01-2012,354.25,06-Dec-11,Yes,Month-to-month,Electronic check,0,2,2,Highschool or below,Female,4,1,3,4,4,4,4,4,4
Cust4564,Yes,398.25,05-01-2012,398.25,06-Dec-11,Yes,Month-to-month,Electronic check,0,2,2,ProfessionalQalification,Female,4,1,3,4,4,4,4,7,4
Cust4565,No,100.25,05-01-2012,2030.25,15-May-10,No,Month-to-month,Mailed check,0,1,1,Masters,Female,5,1,4,4,5,5,5,5,5
Cust4566,No,123.5,05-01-2012,8429.5,06-Apr-06,No,Two year,Bank transfer (automatic),0,1,1,Highschool or below,Female,5,1,4,7,5,5,5,5,5
Cust4567,No,490.5,05-01-2012,12553.5,16-Nov-09,Yes,Month-to-month,Bank transfer (automatic),1,1,2,Masters,Female,7,1,3,7,4,4,7,7,4
Cust4568,No,401.0,05-01-2012,28571.0,05-Feb-06,No,Two year,Bank transfer (automatic),0,1,1,Highschool or below,Female,7,1,2,7,7,7,4,7,7
Cust4569,No,525.75,05-01-2012,23654.5,25-Apr-08,Yes,Month-to-month,Electronic check,0,1,1,Masters,Female,4,1,3,7,7,7,7,7,4
Cust4570,No,147.25,05-01-2012,7296.75,28-Oct-07,Yes,Month-to-month,Credit card (automatic),1,1,2,Graduation,Male,4,0,2,6,7,4,4,4,4
Cust4571,Yes,403.0,05-01-2012,1595.75,07-Sep-11,Yes,Month-to-month,Mailed check,0,1,2,ProfessionalQalification,Male,7,1,3,4,4,4,4,4,7
Cust4572,No,127.0,05-01-2012,5696.0,25-Feb-08,No,Month-to-month,Electronic check,0,1,2,ProfessionalQalification,Male,5,1,4,7,5,5,5,5,5
Cust4573,No,400.25,05-01-2012,6728.25,13-Aug-10,No,Month-to-month,Bank transfer (automatic),0,2,2,ProfessionalQalification,Female,7,1,3,7,4,4,4,4,4
Cust4574,No,297.5,05-01-2012,20724.0,06-Apr-06,No,Two year,Bank transfer (automatic),0,1,1,Graduation,Male,7,0,2,6,4,7,7,7,7
Cust4575,Yes,302.25,05-01-2012,15921.25,29-Aug-07,Yes,One year,Electronic check,0,1,2,Masters,Male,7,0,2,6,7,4,7,7,7
Cust4576,No,103.25,05-01-2012,5628.0,01-May-07,No,Two year,Bank transfer (automatic),0,2,2,Masters,Male,5,1,4,4,5,5,5,5,5
Cust4577,No,523.5,05-01-2012,31669.0,31-Jan-07,No,Two year,Electronic check,0,2,2,Graduation,Female,7,1,3,7,7,4,7,7,4
Cust4578,No,473.25,05-01-2012,21562.5,26-Mar-08,Yes,One year,Electronic check,0,1,2,ProfessionalQalification,Male,7,1,3,7,7,4,4,7,4
Cust4579,No,99.0,05-01-2012,991.25,11-Mar-11,Yes,One year,Mailed check,0,2,2,Graduation,Female,5,1,4,4,5,5,5,5,5
Cust4580,Yes,395.25,05-01-2012,395.25,06-Dec-11,Yes,Month-to-month,Electronic check,0,2,2,Graduation,Male,4,1,3,4,4,4,4,7,4
Cust4581,No,251.5,05-01-2012,14392.75,01-Apr-07,No,One year,Credit card (automatic),0,1,2,Highschool or below,Male,7,1,2,4,4,4,4,4,4
Cust4582,No,222.5,05-01-2012,450.25,06-Nov-11,Yes,Month-to-month,Electronic check,0,1,1,ProfessionalQalification,Male,4,1,2,4,4,4,4,4,4
Cust4583,Yes,125.25,05-01-2012,125.25,06-Dec-11,No,Month-to-month,Mailed check,1,2,2,Highschool or below,Female,4,0,2,6,4,4,4,4,4
Cust4584,No,444.0,05-01-2012,8361.75,14-Jun-10,Yes,Month-to-month,Credit card (automatic),0,1,2,Highschool or below,Male,4,1,3,7,7,7,4,4,7
Cust4585,Yes,246.75,05-01-2012,1098.25,07-Sep-11,No,Month-to-month,Electronic check,0,2,1,ProfessionalQalification,Male,4,1,2,4,4,7,4,4,4
Cust4586,No,429.0,05-01-2012,22166.5,28-Sep-07,No,Month-to-month,Bank transfer (automatic),0,1,1,Masters,Female,7,1,3,4,7,4,4,4,7
Cust4587,No,468.25,05-01-2012,24195.75,28-Oct-07,Yes,One year,Bank transfer (automatic),1,1,2,Masters,Male,7,1,3,7,4,7,7,4,4
Cust4588,No,593.25,05-01-2012,42388.0,07-Mar-06,Yes,Two year,Electronic check,0,2,2,Highschool or below,Female,7,1,3,7,7,7,7,7,7
Cust4589,No,471.5,05-01-2012,19468.0,23-Aug-08,Yes,Month-to-month,Bank transfer (automatic),0,1,1,Highschool or below,Female,4,1,3,7,7,7,4,7,4
Cust4590,No,124.25,05-01-2012,2174.0,14-Jun-10,Yes,Month-to-month,Mailed check,0,1,1,Graduation,Female,4,0,2,6,4,4,4,4,4
Cust4591,No,128.0,05-01-2012,8924.5,05-Jul-06,No,Two year,Credit card (automatic),0,1,2,Highschool or below,Male,5,1,4,7,5,5,5,5,5
Cust4592,No,291.75,05-01-2012,18782.25,03-Oct-06,No,One year,Bank transfer (automatic),0,1,2,ProfessionalQalification,Female,7,1,2,7,4,4,4,4,7
Cust4593,No,421.75,05-01-2012,6513.25,12-Oct-10,Yes,Month-to-month,Credit card (automatic),0,2,2,Highschool or below,Female,7,1,3,7,4,7,4,4,4
Cust4594,Yes,433.25,05-01-2012,4283.25,11-Mar-11,Yes,Month-to-month,Electronic check,1,1,2,Highschool or below,Male,4,1,3,7,4,4,7,4,4
Cust4595,No,387.75,05-01-2012,27871.75,07-Mar-06,No,Two year,Credit card (automatic),0,1,1,Graduation,Female,7,1,2,4,4,7,7,7,4
Cust4596,No,348.75,05-01-2012,17812.5,28-Oct-07,Yes,One year,Credit card (automatic),0,1,1,Graduation,Female,4,1,2,4,7,7,7,4,7
Cust4597,No,402.25,05-01-2012,29434.25,05-Feb-06,Yes,Two year,Bank transfer (automatic),0,1,1,Masters,Female,7,1,2,4,4,7,7,7,7
Cust4598,No,446.5,05-01-2012,31943.25,07-Mar-06,No,Two year,Credit card (automatic),0,1,2,Graduation,Female,7,1,2,7,7,7,7,7,7
Cust4599,Yes,498.75,05-01-2012,498.75,06-Dec-11,Yes,Month-to-month,Electronic check,0,2,1,Highschool or below,Male,7,1,3,7,4,4,7,7,4
Cust4600,No,123.75,05-01-2012,8848.0,05-Feb-06,No,Two year,Bank transfer (automatic),0,1,1,Masters,Male,5,1,4,7,5,5,5,5,5
Cust4601,No,191.25,05-01-2012,8776.75,26-Mar-08,No,Two year,Mailed check,0,2,2,Masters,Male,7,0,2,6,4,7,4,4,7
Cust4602,Yes,379.0,05-01-2012,379.0,06-Dec-11,No,Month-to-month,Electronic check,0,2,2,Highschool or below,Female,4,1,3,4,7,4,4,4,4
Cust4603,No,95.75,05-01-2012,5177.5,01-Apr-07,Yes,Two year,Bank transfer (automatic),0,2,2,Masters,Male,5,1,4,4,5,5,5,5,5
Cust4604,No,223.0,05-01-2012,3206.25,11-Nov-10,No,One year,Electronic check,0,1,2,Graduation,Male,4,1,2,4,4,4,4,4,4
Cust4605,No,376.0,05-01-2012,3876.5,09-Feb-11,Yes,Month-to-month,Credit card (automatic),1,1,1,ProfessionalQalification,Male,4,1,3,7,4,4,4,4,4
Cust4606,No,464.5,05-01-2012,13841.75,17-Sep-09,No,One year,Bank transfer (automatic),0,1,1,Graduation,Male,7,1,3,4,7,4,4,7,7
Cust4607,No,352.5,05-01-2012,5828.0,13-Aug-10,No,Month-to-month,Bank transfer (automatic),0,2,2,Highschool or below,Female,4,1,3,4,4,4,4,4,4
Cust4608,No,349.75,05-01-2012,1102.25,07-Oct-11,Yes,One year,Electronic check,0,2,2,Graduation,Female,7,1,2,4,4,4,7,7,4
Cust4609,No,231.75,05-01-2012,16767.0,07-Mar-06,No,Two year,Credit card (automatic),1,1,2,Masters,Male,7,0,2,6,7,7,4,4,7
Cust4610,Yes,367.75,05-01-2012,727.0,06-Nov-11,Yes,Month-to-month,Bank transfer (automatic),0,1,1,Highschool or below,Female,4,1,3,4,7,4,4,4,4
Cust4611,No,268.75,05-01-2012,13953.25,28-Sep-07,No,One year,Electronic check,0,2,2,Highschool or below,Male,7,1,2,4,4,7,4,4,4
Cust4612,Yes,407.5,05-01-2012,6646.0,13-Aug-10,No,Month-to-month,Bank transfer (automatic),1,1,2,Graduation,Male,4,1,3,4,4,4,7,4,4
Cust4613,No,102.0,05-01-2012,214.5,06-Nov-11,No,Month-to-month,Mailed check,0,2,1,Graduation,Male,5,1,4,4,5,5,5,5,5
Cust4614,No,281.25,05-01-2012,4849.25,14-Jul-10,No,Month-to-month,Mailed check,0,2,2,Graduation,Male,4,1,2,7,4,7,4,4,4
Cust4615,No,276.0,05-01-2012,4322.75,12-Oct-10,No,One year,Credit card (automatic),0,2,1,ProfessionalQalification,Male,7,1,2,4,4,4,4,4,7
Cust4616,No,309.5,05-01-2012,13235.5,22-Sep-08,Yes,Month-to-month,Mailed check,0,2,2,Graduation,Male,4,1,2,4,7,7,4,4,7
Cust4617,No,128.5,05-01-2012,5552.5,25-May-08,No,One year,Mailed check,0,1,1,Masters,Male,5,1,4,7,5,5,5,5,5
Cust4618,Yes,480.5,05-01-2012,2267.0,08-Aug-11,Yes,Month-to-month,Electronic check,0,2,2,Highschool or below,Male,4,1,3,4,4,4,7,7,7
Cust4619,No,277.5,05-01-2012,13136.75,26-Jan-08,No,Two year,Credit card (automatic),0,2,2,Graduation,Female,4,1,2,4,7,7,4,4,4
